artist_lower,album_lower,Spotify Album ID
abascaban,a fleeting memory,6J9m73kQw1OSi1gw92xzjM
duisternis,unity unto none,2GphR0z7ZCfHgOZe3OACiF
fupa goddess,a vision of hell,6XYZHRt2LOYKsPJBkEJtUS
diabolik bazooka,destroy your soul,6Oh1hSJbol4PZ3aSCkCdho
leivato,oblivion,647D59JIEIwmvLzrywMAZ1
inferial,eternal descent,3rVThHAbOnCl5nUw42j6Ga
doprdele,doprdeles',74pf0XM8f0fV8YToWqTe6t
gloria perpetua,the way of a warrior,2cXhCUHeATMGmQA0bRPZ5D
spiral grave,the death of ronnie m.,37mYlyClKOlIzu5HI4b87i
nocthun,vultur warlust messenger,7kMwBUFq8qHj8UqMvpeVg3
astrochemists,moons of saturn,3afjqPy94Lcl2jUlcdqwT6
ende.,maskaluna,4QRhdR4tdCuifFwxDRlzir
demon wizard,rust,01LZNxCxw4hzbc0pSb5xhw
darmage,un mundo muerto,1DFFitexfLxk53rNq7np6c
embodied torment,tongue of iron mmxxiv,17qJk87raStHcWhH0Ca03i
roman loginov,wild temper,6kgbpibu3APhHZ2tExpJaR
spellscroll,the realms of the unseen,0Lj36XW0LFn7hTpOBj7Bo4
torture hammer,dormant horror,62KzsFKiPdqfPh9I4IhtTd
aurora unholy,dead weight,4cl9wvCZwHdugmwr7Kms7K
quantumnaut,hostile universe: existence,5Y2DWL7DDaONT8Wpqgssbq
he was a god,game of pretend,3pj5AyHMjWTGRGL2WNb5nH
the fall of creation,philosophy of being,15SYfljDPlRXmz40uXJCSf
morta skuld,perfect prey,5UC9s69xG9AJJw1ppC0T2g
final resting place,prelude to extinction,3ToqKDwrZ7amfYdgR43q9g
sophrosyne,waves of blood (demo 2017),7DFK8d26fAFDsajSE3D0RH
azteca,clash of the gods,5z7GnyYe2JeWQxTmkYi68z
koma,falso,4BmO4nX0ZQQJnaNPL07eLG
trollfat,nocturnal ecstasy,3EEhRNb6nkIi3WJzPlbVzH
juke cove,wait,4wFiXGpTU0qjE907dVlSMY
lares,10 hygiea,1vm1I88rYaFc9QTMFxwz7k
kill rider,ataque letal,2VicCQ3NAwwb8i3Gvn1aM2
pathfinder,unbarred,4aLsaxJeBvGVxQZk4WZsng
hell riders,101813800,66ZkAFPyzV7ddUMVbZrRdm
ash eater,ritual,4Mj0JRShlVWnekBaeAmsEZ
dirtyfall,tormento divino,4mRWvZK1pBx03Fkhuxybj2
guide to oblivion,behead,0sfhKnhWjcEqrQNW2PdCe2
dethfog,the collector,0EYwhli1OJ0PNxazf5g9Ar
vile melancholia,langvarig lidelse(prolonged suffering),5tVgPA0NO3GQjQwRnc2tzg
expirium,nothing matters anymore,1jes1O7KUxEaAFIL3W3ZzY
meltgsnow,the serpent,1XakRXUNR1lgur4cuGsQSE
marge litch,"witch of ice ～ live tracks vol,1 (live)",0Bvb6hatmSTTIB0fhfsUHX
marge litch,"cruel alternative ～ live tracks vol,2 (live)",6z34p8WhJ7SXhjKEYO47nx
celtian,serena,1C6sGhvc2qCKq7hlwBPDhA
heleven,wild from the ashes,03wIxByyOY9UEjmueGruX6
pleia,tau ii,6tMAocoGzbfrja5vhPMPux
the harbinger,hollow,5cGilf0sVadUpzyNEJ6ek0
kra,w ciszy i szarości,65QKXTpowKX9BJJZPZNaNT
anubis,priestess of dark paradise,1ffbrTbCg4HN3TfDDJsLor
lustifer,roses are blood red...,63IDaYdm2kt8fEDXIW2qTE
fateweaver,americana,6cnCX4yPogJpHuxntoFM1h
feared,song of the dead,3BvC1iMpn704KLD8JvDnhi
the great kat,wagner's the ring dragon fafner siegfried,4IzZkfaMpFVc2j8VzqMFmT
dea,the night of aries,11Qf858K8tpmEBgfKFyu04
cow humps,ejaculating gonorrhoeal explosive diarrhoea,53YNwkYQcOR9hpl1DBTo6t
self fles,ready to rest,0AyVPERRk7mXesY0osd3zv
водось,сквозь тьму забытых мест,2oXKXpi5eQ622bOKoGFne6
amorphity,watch me die,4k9iEhZ3N7kJqwmvYOts5C
mastiff,void,3EaIVxlDoEyn4pufX7xPCX
temple of the fuzz witch,bow down,08pPeETGgWBdAtkONA4tFw
shadow of indigo,infinite shadows burning,1CYKhm1MiZEBrlJpBSJWKe
granitader,geister des nordens,6n0TYjtbbeFgUoDORjhT3u
abhorrent spawn,nice to meat you,2v2I6tVsPDGyKuRtRmiT1V
furor gallico,call of the wind,3PRkLeUz0coWZoTRRq7mL7
cult burial,condemnation,6FjSVbCyoidfUbDY6cbuga
traumat,saudade,13Ji8pnNmBMpPAE4BXkyfs
ashes of time,one,352FglZkJ2Y8z5Ut2NSRQA
aszeloth,total conquest,2KiyWBUthEjO0baJgFMjXx
black absinthe,dead queen,4c7Yz1oGkhjld9ZDV01Zu1
ulterror,vector nebula,7F70b1bam1YSJBSXQSvyY6
dead thrall,simulate assimilation,41rT01MzppRDPg2FrKLi9u
daredevil,сверкает сталь,7arrouVcLljUBU1HIIO4tX
dischord,and after all,0r8xTD22NBOMgsUgL3UJZE
scolopendra,event horizon,5PZbyp38QKC8tfsgSNbl62
the sorceress,demo 1: sex & suicide,55j2kOnC0oSP0GyQGK8lq0
redstain,horror in z ville,447pVy3yQZsdFsFaECXYYM
abysswalker,forsaken reign,42VNcaO4m7GjLSGA2IZ2PQ
devourer,cerdus vivendus,3WsJaDslWY4j96EdJCrcCI
mayla,detached,6iJssVDoDw1M61YC1gjy4s
nyctophile,a progression of regression,1w7EmlRxHPkn9HjSUmrzJB
resurge,blame it on you,0LPYUgKk1kt4M2k9O9RFcl
morbid hand,bestial reality,3UfmPyGi6vflUBrXn2OacT
lucidity,threads to follow,33unzMWvRfIiUNDu5tamjn
horns,oświecenie,6PtL1m4pXSI2oaWgYQFXum
gore machine,macerated & liquified,73ROomra0Nw3XK7j8dak0B
adventus,magia,6dT8ONRGs0gMDl2Tr6hdri
crimson blade,silent dawn,4fksu2glUpjCo4kTLrbg0x
the great kat,"wagner's the ring of the nibelung - das rheingold, die walküre, siegfried, götterdämmerung",6de6F4TcCehpyTmE3oFhxs
rodney sagor,mare nwar,5QckkRIeCfgWFSK9H2jST1
unathousänd,wrath and death on earth,555xFVdz7eI7Je2eTh02sS
zakreth,ruta de cenizas,1V2ycx2ZCJADgkvfBJrMgo
fester witch,satanic verses,5Ku1aR7U6g6UdWLdsJ6J8j
fright,cesspool,1AlKtvP0LvU7iEM0Uj0KbV
cold shell,after the war,0b2yJhx0c2DMeS5wseUasO
flaming wrekage,ghosts,243SEM8znge3dYcAEg9OJe
maestrick,ethereal,5DMtn6ODHbT4rIPno8mcM5
t.h.i.r.s.t.,two cloud,28SaISFjK3nUx0qBi1Vj40
cough syrup with the goths,anywhere but here,0PuJmdUgzoF2BYRaKjTnXi
gates of babylon,homo homini lupus,2lXfQMDShDYwvZe1OaJ9dy
into nowhere,shadows before nightfall,2MYNPZvoVFVPvFL17Y5n92
soulstrike,ruined society,2FQf6cBdkrhyuFyISak5ka
verminate,mass human liquefaction,5rz23R1oHx9JKeVC7CtuIf
cobra 1981,kuun kirkas valo,2528KG6PB5tt8oft3qZaJ1
deadlife,a cold and lonely death,5mrlKezv16G7zNCXQrCDp1
salivus,blistering (demo),4jGDpGLMOoIcxrigSvRgY4
delenda,circadian,3yHvGkB01QDxPgITSJJQxx
obsydiant,dune messiah,6dYsCrE2c6cw07c1uQGXc1
anxietatum,triangle,2FelIuuHG44Hr27CIjtfhB
беллатрикс,путь первый выход из воды,3pFPS4ccg7wRt52wYA26f5
sikario,judgement in the purgatory,3Kg4X26oo85J53WXEdn9Nt
ashbury wrath,334,3MYHGDl0bNaIvWa2ciA3c0
project 131,crece,0CfItrGK58AliC73Ra4jIi
frythecake,d.a.m.,3D7AHyI4lJa8wcEWYSdeu8
thy epitaph,ilion,0LPdE1n4YufmlNzuakoml0
butcher the impostor,double kill,6b6umGYi47ZC9lRTcf9shM
jonathan young,spanish ladies,77Mz45yC3el0n8DVcqP2EF
disrupt the cycle,a martyr's fortune,1hHfkMU4TCpBbqjo2T0eaH
metal tongue,mares,5BYq24Tq0CFIOyVHaBw5rx
sanguinem carpi,fegnōl of pandemonium,3JbX9urFIcxDlaLGp5VIff
guerreiros headbangers,noite através da noite,58mLK8x2vNNbU0VzJg1nea
lorcan ward,the first blade,4rX2amQ7I9tmGIlWkZ6HtE
last performance,rebellious mind,4dxdRbO0Psng6Ibt63xnQ7
metal factor,humanidad,3gtwK4D3LvQkRL8p7KM2U4
cryptadia,to be kept hidden,3sphDl0kHjtkdjrm5vHMyZ
river's silhouette,inside,5YGtS2G1u3ubvOUXLjg19Q
l.o.s.k.a,drive me crazy / faith in you,4UcgiZm0ExhxAv24EzX5hZ
ygodeh,we want you,2D3QbOMgJknUqtOm0xpW4A
mortem agmen,the path to the abyss of evil,12iX93PYiVjmAaivt0ohqC
whiteabbey,words that form the key,37X2EOFvpoxkFdFx8yBvtb
donor,release: rarities,7r4LQt36oqggcNKoAAxAIU
hypoxia,defiance,5Nr0ThGa5uDdW2vktlJ99l
slaughterror,endless lust for gore,25GQeL9JYgTRlzzc1jxjAg
gonemage,spell piercings,0VAw0n7ludR6CFkfPEz9Ft
aura ignis,marcando tu destino,2yuDUV2B26Lx7YGmaujiWR
guiltless,thorns,0dbVtEiHYk4WywsvRrBX6P
orden ogan,my worst enemy,7ct0mmuPYZdC0olxjD2hw7
skyrmisher,violent onslaught,1dT1IhnxMAsVeYDd8kQZch
bleak sanctuary,the dark night of the soul,6gmZ5LoxHeMMkONgWHNQcJ
rampant defenestration,smashed remains,2ANIviVPKA9XdtaPziBisS
hyver,noirceur mystique d'autrefois,57fIfSDs9p8xjdtHO40AJJ
ian highhill,gallows avenue,4H7MLluixMWry7cUQqDxIB
leaves' eyes,in eternity,58CIfEUTW6jkC8PNLrCqko
muerto en la bacha,rudimentario,2fUAQFdovMGkUntqUTj4Iq
writhen hilt,ancient sword cult,2yqctcaizncuw6r3CDDnUV
wicked side,second coming,1bUAQdQv4p679SfJHx64LN
syridas,when death calls,2TdwdKiLFq28c3oVigkc9N
thorndale,lightning spawn,47kWtIry52jItVjxMnJCxb
front beast,passage to the centuries of old,0KNAiGQuz9Dt6IEmj8AhiS
the very end,circle of the scythe,21UxXyV6cDDc8sw1MKoOjP
polycephaly,silence,1fkCXeenErukuevlanaTsx
social disorder,time to rise,5LYGWA0QanWvHy4UcA2HcV
violet eternal,under the violet sun,2Li4FoDyKI7jxtb5fgIE0Q
sons of arrakis,scattering,4SX975D36PfKJEC4aozyNW
electric bath,split with torture agenda,0NftfAuKG2gBdJMsjqTRZW
anaria,legends never die,3RRpPnmZMflmQKPbop51ab
sorrow galaxies,dark incantations,2kc1KLQGC6N8WZIEWsn6LS
emperatriz,eternidad,7h5SqkSZWCVumPfSHlwE23
thornscrown,outro,1lsjPFXsqVbnSA74rniNXU
legacy of torment,inherited methods of cruelty,1LpbW6DrpWaojtdMjCXiP0
eternal autumn,meet us at the crossroad,7DacahyPvUROZ2Qr4HVh7X
wolfenstein,skull splitters,7oCgbo6TvCZrPWuvRNXPFx
pit lord,hunter griller,75CMqu0uQEg6p5dooYCGqg
nocturnal thoughts,un pianto nel vuoto,2HRzZSJufUSYzWjDaqhLsu
bonginator,blood diner,07IBRsKTGEwG5rA6DuGL8p
low fiction,end path / exit dust,7mfz6DyUdvFffgV35NOmmW
xenith,destiny & dynamite,0z63SqGu8L7d0YaQ6eUICy
thale,helvete,3Op97onuWrvcjIkAPZ3o8z
undertakers,pet sematary,47hg002a0SMZBDTc5BEnfL
suicide pollution,to the weapons,5V8R3I6y93ZJsY6NlXIMI7
gravity well,negative space,2RvnyATDqx9lhVF5zFY01L
acidbrain,killer clown,5UIiXDHlxfdAGeipuTx6Op
sarcasm,dying embers of solitude,4gSVIRmIP16DfodotB2CUj
confounded,piles of bodies,26GiFsFMObPbH9lg82OkF0
armadilha,ao vivo e alcoolizado,6IyNfj2HQ5wGfHUnN1GEq6
nephall,graveyard mind,6tQRsm202l0JqSuRPJrMhV
in-dios metal,fuego en mí interior,1yW5YIpL236CZ5lOg2xlNX
martikor,elegy,7CRlh7FwTp3p37Et6djCW0
inhuman rampage,savage,3OqIRdoE1AJlaMqOaFIxd8
source of pain,zero time for your...,3BPY6B1F0fpn9gzMbH7iPF
big deal,beyond repair,418W1UT5zqrPCNMT1vRdx4
yarek ovich,doubts,5Q2WoYxxf99f4ZFuvTimiE
fupa goddess,hard,4SixkPN8ga6isTyI1qqs82
swampgrave,desecrated conclave,20wjxhoz4ZLSbvc2MRUADW
tiempos,siempre brillando,7uEGHGx4X3OwWmKm0LkHm4
darker half,if you only... live,4p4NPgZ5Ule1SeBel4e4ft
innocence lost,dark forest,2vb5K0PiRNP4RxJBI8sPjB
hatefulmurder,this is the final hour,5bTfrkWZHDTaVjgP0xbohj
emperage,blast shadows,00Ao1teUmv8InavBTeFm6K
black moon lilith,wake up,2jPUg45DQHu69ZeqA5H2N9
apathist,the animal,54ePuQmBchuJzHVikuaEs2
voidwalker,dreaming in monochrome,41Giu1eqRL6EBO6U8VOLmU
cyphre,idolatry,0sMsFosW9d4jqgMSZNVESC
centregaze,set sail (remember),2N13LFxBxjcFBYvRvvmCTs
ana,ouroboros,1rFaLIdBgwor2eSAf8mGm3
воля и разум,ты звезда,260JFuP00VpPDfGscX36up
cross,voices at midnight (demo),3PFEapz2jbrsZvewyPe25x
mass hatred,disbelief,6IOWHiRRlGFrWUl33InKQo
sathamel,ad nauseam,5gxYm3ITH1atysXO8Ikmty
tvkills,manipulação em massa,1HCWMxDAXeqMgWmdipgxwl
impact,heavy metal maniacs,2x5MYdhDmknTCHHhW60Qjy
nolove,samotność,0MNrQc67Por1WKqWErmgYz
purgatorial,harvesting nightmares,4Usn3Kf45fphwkXvmqfgJL
unborn generation,rattus,4ZvfiXiR2292osEGwiypI7
bloodprint,hastings,4ud5qxDGRLCFTrPdnDsYdz
alfhëim,después del horizonte negro,2zCPvD1zq8cDaPsyMFkefW
chronic necrosis,moral decay,3kYAiZsLDp9iYoBgYi3r2R
truckstop,live mad,56S4FtjoMJTE5MIhu8y7RZ
zieldoder,whispers from the void,3Iu0zWfMe9lK3hFEhL3MLI
wroht,forged in fire,1QgzPsT3hzSnSACNGMX9QR
nairez,your choice (reimagining),2VuucCUrcwwlRZrOml4vpm
samsas traum,"mein land (hopp, hopp, moskal!)",7I06qheXu8V7OuJPtGbhFF
samsas traum,trauma tape - original scary picture soundtrack,3j5JU0yNLpLIcHXPi6qiHv
jd miller,one in a million,4l6BrSIwQH80PFizcp4GBK
bodybag,our view of you (live at revenge),5bqB7kCoAqf27W000qwlFv
take offense,greetings from below,3RXSINyXrXkQ4CnjPEvYs6
bærzerk,felttog,6xi46P9FPAY9JkV3oxaxcI
ebonheart,blood in the sand,7ur2g4sS0ZclRwJIJ5SIxa
the dog,"somewhere, anywhere",7DY6zLBVUP7mKqQ4IuyKxa
thy next foe,demigod,7oK4wt4orDxWm5JyurPMex
satori junk,venezia,1H1EEOP4LKx6g1OMmu3LZg
demophobia,sem tempo,47sNn98LmCCv5hGX7LAhDc
marble shadow,angel,2nS461sMw7qdBpKMKAnhLk
a sickness called conscious,inhuman atrocity,3y2gcBo0Y5QVws5LLnD53d
immortum,hell raiser,0uAcf0N3bmQupsAcRw88PF
bärenkult,на север,18QgCIUuweubVi5FZZoHZr
nine layers deep,impermanence,2cCejHb6sl3v0NcWl5Kc5y
befouled tongue,the withering lands,3RES8wkEBkJchiHWELxyxC
ashes reign,sever,4abQwc5EkV8PL4ued0UMUL
underdog,the one reborn,3rzMwXV3PpjTQfMFPm1SyG
acid row,secret of flying,3n4g9O15nC7fzmkWsztAe0
paralyzed sun,phase 3: bellum infinitum,6cqZiqQx1D4fQMPLBIrbJi
vicinity,distance,40McBqJt41SkPED46OdHW1
warbeast ac,mind killers,6wdGlJZFviMGXXeAhb7ZqX
tropa de shock,spring of destruction,1BmS4mBuZC3LfgkP3ubIX0
the black order,empty every vein,78WuejoKiiFqb9MnLzm6Bi
laufgast,black rose immortal (opeth cover),2ArTCXFNZmcFGmhHUnFV5l
hoarfrost sky,to wish for shooting stars to disappear forever,4NGxMVdcJt2y0DXCjc8zFH
midjungards,stronger than hate and love,2g5f2EXQrcP2cc54HNLaGQ
genital shame,chronic illness wish,6xkLFCZnWkZLf5nrwAg09H
sidewalk mafia,bad karma zombies,6c67iMaAzKA3Nioq7E9sk6
splattered spine,gutz and entrailz,0I1O5wJZ04Qgpfp6ZIWmTH
trendkill inc,metal man,3FEUWhHBjPRv1a8oYxOJSS
girthquake,anti-humor,70GAc5V6p4nDDm0zCNfAhM
androna,mystical fate,78VlCjB4PL51TyZNml9Uo3
reality shift,zero oxygen,2ktAj7tfioKvcDpKqwtCmD
herfstdood,lijdensweg,5OOzE0slSrjIoBTH97TSX0
ammanas,somewhere far beyond,6suP3QfyzHe7nsGyFWOdam
lijkschouwer,this clamour serpentine,14YoL9ar9g708kihMpyeVs
stellar remains,wastelands,3X0kN2LWWfwEtyvycL95EM
phlegmesis,the new wave of rotten fornication,7FjNWty6DpE0YgNZILAzAw
forfeit thee untrue,gather the broken,1uMboJdPFQig90lZRNFOp3
pestilength,solar clorex,3M1X54oOPrOfwslJbSoJBy
illumishade,another side of you,2IrIrLHck9HLd2spHinqgb
praise the plague,suffocating in the current of time,1LYDfxNT8YXktU98eNc0x7
eternal storm,a giant bound to fall,4TaWMmSCz5t7bd5MbscEiP
farsot,life promised death,2lvooAEPtJNw1q39i87o63
the obsessed,gilded sorrow,5GWoI4zyfzGzf7hMR0h88H
tombstoner,rot stink rip,24xp7TgkpSrbdueeNxrzZT
lvme,of sinful nature,1EAp7eNvkaHNhSYDqk5XEK
far beyond,the end of my road,4awLwQEhlayqJlsARYkwB4
darkspace,dark space -ii,2wSgBXMVzCVlFtl2ea8zPz
high on fire,burning down,3N0MmEkRF87NFwaRWppLr0
ulver,a city in the skies,1o3L5cUPlZg4NKTpI3Iv2w
vegard sverre tveitan,ihsahn (orchestral version),1fJUyyiHNAX5QSIhMixK2i
vanir,epitome,20YviFRD5A1RHdPF4TRWSC
monovoth,pleroma mortem est,2CMQnAgqagQ8JGXDh292FH
thy shining curse,theurgia,7gw4q8unfsYPbUTFzcnJcV
volucrine,etna,5Im2F7MRri6UpwhKPAyFhD
griffon,de republica,2Muah1EdsbYu6bHoMPL83e
witchorious,witchorious,2Ctn99N0fVhbXthrefPf8c
witch vomit,blood of abomination,6rbOY9wBoYIFAVYNgKgABL
grin,hush,7kyhPdZdKnV6k5WD1eNAFf
deicide,sever the tongue,3Hm85xoM0c1XorBsEqOenD
korpiklaani,oraakkelit,3cC15wiXLgilcaQ6bK47iP
witherfall,sounds of the forgotten (deluxe version),2vKMnWndyIBsiHzoWVmBja
exhumation,master’s personae,7zVtbkavNetmB1YwBGhsyC
athropos,essentia mortis,5C1y7lfUQF86ZJBiICCORs
guðvangir,slik elven renner,5oEYDa14vgmW0gGNwYixj1
blutmage,barbarenkoning,23IIARkzpNvV6lJIjqapE9
dispersion,monochrome,0JMPMKWFso8yLVovdL01mG
everwinter,spectra arcana,4iONZGEyyNnLk2DmGEdEG3
ponte del diavolo,fire blades from the tomb,0tTv0uyvaoYehKel1wyIcp
thosar,built on bodies,60shc6PAb2TyFyTR3e8yj0
aesthetic,an enigmatic creation,77TgVu2oFkYsIVk3onypvE
dark citadel,carcosa i,66kg723yEZnBmMkTnom5Zh
punks of the empire,gehenna,5pHkTgT2s2yyOHNuw9Kr1W
ayush kumar project,millennial dream,7nsVPxusOXboVldzukAJWA
gurney,the creeper,63xy3GRYn5UVeYKh4cH8aG
day of salvation,falling from grace to eternal damnation,7Fc6tiHbeAOE91uOGQu00L
amorth,christ burning in the flames of despair,1Rxgd8MoHJHlWidzCu4cYo
dismo,the architect of chaos,010N2s1ozsP56VxzGCTf06
slight lie,stars (kill the light),2xt5L57MQPq5PnkLUCsoMt
eternity opens,artifact unearthed,3bFzVi4uDbwXM8cnbgjFe4
invirulant,necrothuggin,7fzGlDrq4VnsQMDnG4RrTL
silen,"the emperor, the fool, the devil",6RacN9DYloSMDMFNpEOs11
lucemortis,hellucinations of infernal psychosis,0C3nSy25BDAkdyvXxyMcAq
whisper,xenogenesis,1S6ZTfU38IcPBa3gDycwcd
neverworld,the other side of midnight,5BBtl5C730tzZSojtWveKH
blutgore,clostridium boogie woogie,31wc5TNHISulBbFOYRVbbq
tankobot,call to arms,0Etz64lPeHALWZWFDhAl4C
eternal breath,unwanted son,3C4vB79VJXfyBxCYFVhcfG
martyrs for tyrants,the vessel,1FTmB4sKAlYNIUQwrfajtk
wintervictim,mourner,3i2xoqKBwWRefu0KXkUKcY
embracing carpathian mourning,spider webs in verse,5q1IphjQC3evSwKtoojGb0
hellwolf,esclavo del poder,0J4D9SB6IYv5zJz5zv0Uec
black foliage,melancholy moon,59Q5NVo8BhqqlA948C2dGK
eddysss,lost souls,3sF8Ydue0J7LudnI0HpQNl
black hate,vía purgativa:qui spiritu diaboli aguntur hi filii satanae sunt,5lWMPOaFdO7dajjkX46inF
shadowpath,unwounded we bleed,2I8f5OmDbL4sqpcm0jW8fj
scorched oak,delusion,7CnUgg51TLNMLeU9iqORs9
sunday at 9,chosen • obeyed • forgotten,3uryMAki6V8c2u0ZqN5v7H
repterra,revelations,2luUkESyILoSLJd22SHDaR
demonslaught 666,phantom witch,5Q4WjsxKPjQxn3vosN07Uj
quantumleaper,alternate timeline,0N4ukUbFNrF6o2aII2SDMF
witch club satan,mother,2sWLYP0QvsvIC1o7FkM9dE
varkensstad,voorgevoel,7o47PATkrR7u7vckroHHxZ
hejtman,vítejte v pekle,6afKqwCctk9BNLy3Kbn0Yy
heureka,heldenvolk,3vG7xB2YSYjfot2sVslJJK
sinner rage,demo,42F5rSchHstt8t1Ry5gLOc
mortuorum,on the wickedest of the endless,7fPhgx2rFob0m4ulhWtzSl
wolves cry at night,my misery,7c8I9bYpB6jgyCqqYLDrS6
black pastel,blood moon empress,1CCIp7yn15nIwveNr6ecnI
oreyn,obsolete|wound,4D4NWi87ybUaAso6cgZL1e
cyrograf,late awakening,453kroct1BRuYBMyCHTqwI
xenophage,a midwinter's nightmare,5avsHZZUWcer5niKOdwPkT
seraphonic,home,3KXqqAxRODcOK2zwJlUWzw
caturix,voodoo death,2rn8v0zhKJpQFjvkAa8sND
wesen,kalt,4OcZhBbiYqezwSup5vNQMw
astral fortress,these scars still haunt this tomb,2uvvjpkgGk8SUidtCIHkKv
ghül,noldolantë,7qxeU5BWEyJ5z3yxTtAjfe
bestialgoat,para-military nekrodivision,1b29ndC9s5X8ETxlGm2RQ5
kapra,release one,1IIM5IFrrmFJXW4aTcTb7y
rite,sacra veritas judicii,4fFHUB2Hoglq4fuYdKo6Oo
solipso,menos que nada,3kWOVSHi7KFojnZs6L7N3A
demoboros,the followers of naught,4Efv4g7mElDQTJBJTCRYop
the great kat,speed metal,12LLlBnHgMhfF86CBuxaYR
furze,post mortem trippin',1u02w7FokKImgce0tXaZwH
killed by a yeti,hot fuzz,5NOmId8umRqXz1oEX1T0tO
frogsword,lantern of the fireflies,0y7Cc48YdrcqfH5jmE7Ub2
thunder horse,aberdeen,0ePj8DRD4WWr5DFchwDJVM
gatecloser,bleeding rose,42kbKRWo69sgiUuwROeuUZ
sun scarred,oshoko,1AXDzb8ZrotTJLcWcnYPb0
little v.,bling-bang-bang-born (metal version),69fC7vTIsnRL6SlYYGPVTg
stormstrike,thunder war,5aH4NBshs1DV9cr4ph8hWa
valkyria,contracorriente,23YnJy4XIlTPXibnB7mcL9
thornbridge,my last desire,3EQfZRacKn9EObesxiBeeV
terramorta,chronophobia,7L5sTqIYMcQKhHkpQDT55J
the archon rift,the archon rift ep,2T2QVm5MeRFT65PdJVUeHj
infernal trench,they are someone,1NUemHRb64WCbSACfSH6NK
ringlorn,chapter 1,3yOyFibWBptUEfKPOtY2Uq
falling through,mirrors,0vyEvC3MmzHwfGaz8q2rsj
wild charge,city hunter,097gpamHbu0t3rhDdT5SRS
monotona,weak,0BlaGkSVdeaLZ2bT93QMN4
tiatirat,cold night,7lE0CTkflcoClSrC8Dn7WV
неваръ,стужа,4yQgzBeshodO1SL3sPHqb9
purulence of sputum,reality distortion,2tAYm21ydr2wmb6CwL4ReD
scarry garry show,victorious,7g2a0b9BtwqtGzjgZGYChp
váthos,burning red,3RljYxYlTq8is26pevKt04
castle rat,cry for me,5TdwYapc58nHRRQEmfYyTO
leach,all rise,2OO8isxwBvLwxqNJSPhMu5
family devotion murder,marpa,7feJu3i3lzoGsfWkbF31Z2
half blood,manifiesto,7IJmTL58yRpBlUMWgTJaRu
"oak, ash & thorn",auras,1xSAXXqynF715IlWk3QV2J
kryptoportikus,dark rainbow,1DlniDiTjOdp801Lztuoyh
methodica,ephemeral,13aXuuRsC5n8vQPN02d665
torgoth,help ons,3f9LBL300imcZHidJlfmQE
reylobo,sidonie (radio edit),3NJLA2qZbscd9jYSZywnjx
feskarn,show your rage,1kxnmgaiD489uxJUFS0lVq
helpless agony,the suffering of man,1LTvzKDjam8kZggDbcV3KB
divine hubris,beholder of the serpent's tongue,4VX18Lo6AbEQnsUkVnDUwY
anal mandica,"bokte, e!",6Wnd88bSOh2Xoa8BZLqVy4
dødsriket,hacksaw amputation,2o1VWobSjvQh3vdiazXpcK
хвойное эхо,tomahawk,7uaZHv2DMpyKPB94l9Joys
salò,est-ce là mon avenir?,63ktfTPW23YVueooqDgiQN
blood red delusion,ruthless behaviour,3SujcVWhh5qo0XDtw4vnHj
detraktor,of gods and serpents,6eT548s3ssvmTxj2l3QdHi
morphine,dysphoria ii,3Ae8xmemla3U7nNJKNPQxj
orion child,when the tide arises,5fApA9vbvQ3875Mt3hxi6B
velocidad 22,inmortales,4Ch0zGJKWKzaIjbFDYt2tt
abattoir,scorn reverence,6J4oXkMsX8pIWSC9CbvuQG
the chorts,grimoire ii,5DAMeiO9UtdMJDcxaAb5sw
basement burial,demo 2024,0dnz4os8HDhg9duVwXXima
suicidalgrind,forbidden mind,5rBWor8zmP6l9UGNlcVDvG
sulphur and mercury,lightless slumber,0xjE0g8pZuVqdPP1yOq7eE
horrible,filth,2MAemytuS7hrVZhBkcO5ll
sarón,la senda antigua,09wMcUCzGdVcAyrGJGFxmH
the rotting deep,the rotting demo,4FqnnYNVM0Fzsgp9vVFcWe
shallow existence,killing myself on valentines day,3Gm9fW8PS08jssSa4JUDyN
parasite,"in life, in death, and in love",712J6Gji32KUnirPp068Ch
brokenheads,waiting for the end,476dJAOnHWR4Nrba2tzNNt
mourning high,la belle époque,26RHjD3ANgisIVv4GOpnxV
varenth,the unsilent winterdark,3VYBnCY1uYFGkF7T4j5pgm
colonial slab,religious freedom,2xClkyxGxcbnZ7jT6UNfea
grave alter,demo ii,5rg6ICozRiOzvDYObClSTl
david csontos,endless,4JjHjSgw48RpjG7MycAgbj
mhantis morthis,abismo,6x25lDvQ08VbKa1wTuAdvV
gnargod,blood river,3jkmoVAYjvEDLHxpkl8tfF
the great kat,trumpet thrash hallelujah,0AvrIv4RIiJH7ltC7mc7SW
multa,seer of naught,7jrDvz4bFgIqgcwM9QkyOp
for i am king,liebe,50MYv32D8TDVCIfSaZ2STk
scorch the sun,there are fates worse than death,25cPPRmO7B4KFeE6rOhNab
riverwood,the flame (reimagined),50yJVGJOnTGWm6uWgCQ6UC
nekroinverted,patnje mladog blekera,5fobV1qtoCKHBha8AF0tgB
aardvark,fire,09CqPv2MFouSP93eXrIuDy
fupa goddess,true outlaw gore,6lt7S5jY26blWIdiwFVHyC
dreamkillers,dirty water,2P7qlBhCNhpm9nMHZuJud8
here comes the kraken,arranque,1xoq2icxKxxwTm2V7rESFm
wanted,out of touch,07DPAJXm31FXGq11XeC4rU
