artist_lower,album_lower,Spotify Album ID
wolves' winter,the medivm,36UGs2dbjNdecFqG1vHfgS
äera,phantast,1noPe91LMGSCLn0CQkSjGp
allos,strong delusion,09t6kCdmtHDnWMwCxk8jtu
death like mass,the lord of flies,32RKbze200xtcsnUeqBWuo
ghetto ghouls,vigilante crusaders,4YxTchZJyAHFZ3CElgIyxA
valley of the sluts,rise of the slut,3gzLmAIyNZ1NjxiESqtUPS
krosis,infinite circuitry,4BfyhCfVbGUURIi9sgK8IN
valletta,summer,1AXJSdCXiotqyU64sjxLed
kthulhu,the passer of the storm,2wjzOvKtTt33YhozseJUTQ
eye of the golem,nigredo,5hGA42IuU3RBatVpZ9MiU4
ignominous,dawn with no light,2w1PbwAe3gY0B73OkWIXdY
unleash carnage,tales of the rot,7qvMjzUFP92LwlAfybmrYI
monumentum damnati,rats in the walls,1nWxieioOOik48AbYifE9B
carnal tomb,dismembered,5G72F3lh11wwrwxCGTUVUE
pyracanda,hellfire single,3DYqujhPTqi5jERUIbJdtC
allt,from the new world,2sdKwkwaVrSlhKdTuAf2SC
human impact,gone dark,729SnoCCiE2ZO9IIRRulpf
kurs,dreamer,1MyYJV49de0atSEuH0dF0V
mother of millions,magna mater,6ye8iNiGTyjzTvehyWdyhv
abhorration,demonolatry,2XByzXxBMxWRYE8nFqmaZn
sugar horse,the grand scheme of things,4Bzz21bkbGOxlWMRq7M3VW
audrey lauro,prose métallique,4q8j62ehxYpypUpQAfKHk2
azarath,diabolic impious evil (remaster),41kJCjFVarHZ9AbOZWfocx
john butcher,the glass changes shape,3KlBXCEFmSosunjLVrmrp8
devenial verdict,blessing of despair,4vXbQc05WzqPhl1Mvzf2YV
civil service,/// light,26aTHxnsHftJzSrieK9HjI
jessica pavone,what happens has become now,0dvnaIaHAFK94NDcjnwYqJ
old blood,midnight climax,5chpbP1kUHcAv2dE8gkqV5
cosmic shuffling,lovonauts' odyssey,1TI1FrHCJMD0gw4pBxtm5L
jamison williams,the lesser key of solomon-bael,29LoFUwaQMoAJQq5M7GVmM
torena,no control,16dQoJ5wR4lG1noe4WxHRb
trash boat,heaven can wait,6dweyz4Y0Uyo3fVrz0vgsD
feldspar,old city new ruins,4RUnfUKi7gWO6QlGSej7ZW
godspeed you! black emperor,"“no title as of 13 february 2024 28,340 dead”",1qG30zCAZ30hsmA5wAlaQ3
hyalithe,first light,5MrsHAE5GNlymgTwlqJgE1
sørgelig,φθορά,4arpo2RGcgsg5z5BLJf5oc
the mountain king,stoma,7t2PVDdVZJbbdcnpdLeEbk
slowhole,slowhole,4xEKdcsfbqBaLHJdIdTfxD
pharmakon,maggot mass,2BmSVv9dZcezNwoQDfQKIZ
geordie greep,the new sound,07YS7ooqYtvPZLlW59MHY5
eartheria,accursed in sleep,6Gnjvr5kzzb5aXU6PMyoeF
unfold,feral future,7gnuhDEFOwsKX7jC7yJHFZ
will haven,kire,5rlx5PvjKaHIj9iTFLFCUs
you big ox,i hate it here too,3Hvc2HHslGcJ0lyCsa3Nzr
eccentric pendulum,perspectiva invertalis,2ci0hAKfh5dyxnmNAk7op5
timecode,desvarío,6nAskJ9zcj6x7rPgy2KikB
nocturnal depression,perpétuelle eclipse,1HyIneYUXvJ5jtzPXsYsHf
project sarcophagus,cycle of a dead world,5UwRGyupjkStH3PCynKsDz
chain code,synthetic outcomes,0wOM5ar2KtHHB0KVxfP6E4
esoctrilihum,döth-derniàlh,2PbUAbU1U4g0Ad5X5k24EM
asarhaddon,êra,3jbluvCbHjdcddrl3WEbgF
krvl,zielenrust,0l9UUZDIIMCiHF8NlhFCP9
gennem tågen,sindets mørke,6KnNGXbQWYpLDcm1jFQKh1
khazurvaal,see past shadows,3I3VViAfZ9q3sa12qw4UcT
octoploid,monotony,6WXiDJAFI4PFjRB1YBJ5Ml
ashtar,the return of the frozen souls,2nDpCosXKyQ1HtWez8b3Ak
black aeons,all life gone,4DvCGbFowtMhmtBHhm1rlu
morke,forged in steel and love,4ryzhMs9rEVb5YK1TcV3K8
cosmophage,sidereal malignancy,1NLiV0D8wOLTlVJEb1P0df
doedsmaghird,heart of hell,6spp8wvN4RNtOrUm5MbTiJ
sumac,the keeper's tongue,5hbYHJ3eESTty0D1H1nqLj
dismalimerence,relics of woe,7Ks6NhWSpEpt9Kj9alP0nU
ascian,"sing to me, sweet void",3hQ9uT2zVcZn9Rnu6ZrNQ1
vorgrum,summit of dreams,7GtPUhmgBkhNAHOmBs3Csc
death conjurer,malevolent,5ykhzXfWUZlPMhxJvGplUj
ice ages,parasiting dreams,0OIZMXTFPpEcNPcZpTWxDz
eternal crypt,stages of grief,3AuHV22CL39Ypa76OSR1cl
dvoeverie,inner solace,3EDuV0kBva0tpxmC5AykgN
thunder volt,with only you,0O7mPyLwJ5UWz663cpq5N7
the great kat,italian shred,0IRtzaSbInFxhrIxSIRhtx
geomyth,untold visions,4ZdzxE0AHsH1abNgzYtojy
cryptorium,void of life,6EvEZ20esEfdMn2BrtVeIV
relapsed,verisimilitude,5wv5xtpiCliDiPCYWqwTNg
mausoleum,мировая истерия,0lYYiAQwgJXETgYKX0cEpx
umza,thronespawn,072sypkgQSNCoQK4LFxkhI
crumble,we will crumble the system,7AwRshgEEytIL1swO10Mq4
路傍の石,pater noster,3yvEevOp6VP5CmAiSAYffF
the morphean,the art of life,0sO45iL2utAueX75DVWKzI
ksetravid,anamnesis,1WtQEpj8bcLPKOz6PYBuSb
z legacy,ángeles fuimos,7AYzrq1CS6xT4PLD3yDlSd
orialus,secret garden,6kXAXD3FbEjkFAqnkxlHl6
malum mortem,you were my angel...,3ZXExZrMzX2zvvSMnNm6PQ
cephlic,twisted religion,25fauGE6Cd76Mk6pWpiqMs
chainsaw torture,building an uitra​-​mega death machine,7mpdl0YXoDRgJyTRuJI6Kw
deadlock,blackest black,4Pd86UyImWyg5dtMwPUOlR
santeria doom,non tempus,4tG5TW3xyeZFKGR9pzJILe
delfinarka,la alquimista,13Qx5EzPZpUq1YRyCSbTM2
asylum purgatory,rise of the dread king,2HS918iFVxK73EPFechc7L
scumbag,beaten to a pulp,0Nr3bSyR1pY2Gr919J0ppC
phyllomedusa,botswana necktie,6J3eDacouNjqjZaSQppIeJ
begotten terror,your death is the last image,3eOkTAY993dWqiILCKf1MG
tiatirat,begins to beg for mercy from evil,6dDK5CLA8gqbJDs0X5u4bi
asylum 22,harmonious dementia,4PizB2LenRX6h4KQnoQoMA
butchery,with all my hatred,4oXe08lK5KmzXXAYneVByV
sacrodeath,arquitecto del mal,387L9APFlgEqFV8AUqazTQ
varúlfr,maned wolves,6Yxk9KuebU72hqewHv9iXi
pale cremation,the great serpent cult,4KLfysXyytQBATjEz8ga5C
hazing leaves scars,stereotype,6waQmwfQKmOd4falBxOAJw
prophetic execution,absolution by cognitive paralysis,0RWwVQEV2DvPhwKK8NdRrW
the mythology,kataklysm of infinity,2blJlEl8bFGHGED2MRWQOo
eraser,harmony dies,3aHy0fNjbAsjQgtZQCwwex
estha,the ocean,4ifhZgaQkthM8VOpa2cDaN
dark embrace,"we, the witches",7oVlNGckPbtGeITd70FalJ
fearytales,vento divino,1ynBt8EzMTDhoS1fONqfJT
synphobia,shades,3WJFsySX1Y0B09SGZk6pRZ
siege,alpha & omega,4ZYdTc6SxiciFR1DZ7jqkn
maranatha,songs of condemnation and sorrow,3NN3rgR6fjynDZ0n9AB4fV
oddland,eternal erode,0oHZOTaf40ZeJlw35bJ1Ko
mg 08,7.62,1wloHKC5Rwkh9oCEGSMPOk
lightning strikes across the sky,death reissue,7d49QNldXtHmOVrj1iUdhY
subhuman cadaver,quinto sol,10B4003Kqh7Xq8zKYQMG6c
vomitrocious,dystopian elegy: the last echoes of dying humanity resonate in the aether,0b7tznzkVAr8Jo4WJVbRXf
drune,hornn,5UCLS2sQpRKs6dhwF4K1Q9
opresor,sin clemencia ni piedad,39bwdJ1gF0WbAQpVUc7hzq
forced exit,ruins,5yctuR9T4Y7ylVkdRgqDMO
disquietude vengeance,psycho sadistic existence,1JViukEkAq52B2I8ZpT8mH
尼浊累conch,2022 shanghai demo,4ICl8AMXnpA5UJkh9adBI6
distorta,deadman,1yFzZcw3MF34pCxbgktBLQ
infernal lamentations,the shepherd who called the wolf,4WiKmj5KNubjDHCqweQ5WZ
the drakma,hecatombe,7pIoUy2yozkXTRKIZdGz6E
faceless enemy,bite of '87,2yJlMsHWdvKGO9gAXq1UhK
kalevala,я - это ты очень много лет назад,40Qjy84uExxvqhe8pCHC82
infernus presence,to the hell with it all,7uHqmgFmMjO1HNl48ns5Of
as they rise,silhouette,1pyrHvAUeXXoU9pjeQoiLp
forax,y la muerte no tiene rostro,297ngfbGCoJ0LiLBO4FcGd
thuringoth,hollywood holocaust,75lUxzt35Sl3jKLnT9jYsH
frozen waterfall,the blood red forest,1qWVyWDzGNFSmxcfoZyLXB
feral forms,sadistic inner hate,4bWlhswA5XUU6n9q6aM94H
twisted mist,"gehenna, pt. ii",0bLyKw4UsZXkK4RlhrWWO8
weedhemoth,live at smoking nun,3iMZ40hw18KkkY9jPV9yXr
odd crew,live at arena sofia (26.05.2023),3eh8rljIElJWr8SYw7wN9Z
lvmbral,"chapter iv: the self -the rubedo ritual, at the water temple, in the age of death",5UyijjjWMI9S3p8D2EHkco
in deep peril,burn,5N87p6ukxXG8vFs1Pn9ae5
fantom,mcfantom,30PZUk632KYZm6xKVwVlGo
fleshpile,promo 24,7gRNCUn1P2z9E2vjz7TYZn
ensomhet,rupture,4UGjzK6cW8664dzZO3SwUK
high inquisitor woe,he who wards off wolf (single),1KMOF2yvKweWu71ISES4mN
obscenum,intercranial existence (demo '24),0Eg3oNNRxMpbLO5r1alwd8
dreyra,magnum opus falsificatum,5Y4MkoGw3UASafumyUjROP
purple lung,play rogue / beheader,4mIFijirwkXwGWgeTgjugY
eramaa,säkkipimeä,0Z26gPGnh9066NE1K3zyEb
inner turmoil,frozen by fear,4qAK91O3zcGYfnlIgAnYY3
fulgur et morte,possessed by the unholy,7re75tBxtKO7iBbQWtRfv0
apocryphetic,sectarian warfare and hostility,7rAgBdrs6xbf6x3yWMqqEH
nekrogoblikon,right now (podcast theme),7iXPucPtG4gQAAs7xqqrRC
baylec,fragments of a shattered mind,3lwl3L2hkMEACRV9Gm7nZ3
the dead red lips,the doom that came,4sevsmljyUzg4AHnZpWvgG
ressac,vague à l'âme,6kBnn0oEaKTR3MDsxvYw7W
mahakala,extinción y dominio,0KgPH02HYc3sFSsyVyB581
scarlet king,wrath,2WcHO6fv8h4V8AlLGHYsJM
caliban,echoes,1PGYKp7eI6CflkDMpc8Gse
волчьи трупы,найден. погиб.,3X42vJF9rNsHirONNc2yab
hideout afire,осколки,1w4Bb2ZetVJYR4qIDibufN
on water,desolate plane,5xIZlTx5JEnzZRW4qWD1br
seclorum ornament,the last sorceress,2s3oMcOBI1LIV2KYmoTC6A
holocaust whore house,blood gore and kawaii porn,54WdhuoYDi90R2R1x1AtlN
sinfury,till we gone,2HmAUZuPNDPu7blY0PHh8p
scumripper,exhume the body and disturb the peace,16YCxxOytJJPJ1LamVe1yN
copse,wish ender,1I8MSzrRCHUuCNIzwGqra6
rejoice in our suffering,you can't save yourself,0tKUXBUjMXhGqynEKHwKgx
ammonium,исход известен,14fuKX8j8epaxCgfgQH9RQ
little v.,seishun complex (青春コンプレックス) [metal version],32AhptPFwZz8JvHIH4gfOw
burned feelings,fall of the night,19Y2gT9XAzoGGK8l2ZWo5z
borne of execration,the tyrant dictates,2S0e5KMOiqKeH3TpJvftRX
aborcja,samosąd,5fLuHXmIW4y34G6Ww4FHqg
pestilent hex,sciomancy and sortilege,4QYVeFzQDKkUXPFrTDHXk7
epidemy,poslední soud,6gpCRkvPO8b2etxRPGSfGC
narthex a.d.,transient being,5BJckNa0IUKLim9Worr1Z7
groteskoh,porn campaign- come into my ever-loving arms!,0SUwG7oA2aCaelagRhTt44
super monster party,blue hurricane,360Jqu8cBgTPQT0cKlTvbI
restless spirit,the doomed and the dead... live,0BklmOossjwebn8Fr8bX7O
pressure points,leaves on the road,5utjCVvj5EQaVmhP6pJmhc
vinodium,¿en qué mundo vivimos?,7rIN2saywHTfmJwROkb3yC
soilwork,spirit of no return,4io0QUe3HCaYXFH2j1cBFn
griefsoul,heart of eternal frost,7Akw4aBfkcd0bAfw2n79Cv
mourning dawn,the lost euphoria ep,2yx5PZhdBEgNxMG3r8cGya
archurahl,hysterical abyss,1xEiCkgve8ZQ7c1mKuEZrT
morbus dei,alles gute kommt von oben,2yXSYCDYXIKdRYMxxZkWMd
nitrogods,broke and ugly,4rpADQYZ9Y8hgTH6fvV1Z3
dismal end,moonlit crown,6G2NFFN6ZqqEhzTj19ZEPO
scumbags,sewage the waste,6iMPj16zClkAIdvMwyvb9k
adrian benegas,unstoppable,4dWCqJmy5y8YNS9pzhskiX
kingcrown,real or fantasy,11IqK2weouI4LTc1dWXIoV
above the stars,бессонница,05fSfp7PF699dfwaUCzYrh
starwraith,bury my heart in the mountains,3Ky19faakxAfsAQEfEpEnJ
veonity,carry on,10MRW8o5gdh6eESNEFMVAI
anthropophagous,orphan funeral,67FTEaHXOT9yHXCHTA0Coc
hope is a lie,dance,0NEKNzfexzn9AzOphOYIRU
akaamelda,sorrowlander,2kXUs5dWKjYGyJ1H2Sgpvy
hate within,after death,1yeBXN8FfpFoPkWFxw3GE9
synlakross,mental parasites,12GEVdJIvRRmDPaRGH6H1K
gnaul,the human consumption,1DaxKSK1oTAmFIv2EGKUZG
defiled serenity,your worst enemy,2HZV6LIuA6Rc4RabKezMem
soulskinner,mighty titans,3dv1cjCcV1jpX4lGiNHcrE
kettensprenger,flammensäuberung,19zvi3FAII4SoP9Tuk4V49
dark delirium,onslaught,4ZJ8wNuILQIcnW2jkFSEzv
bone coffin,bashing people over the head with the torah,31Ovh4EOQmuxm5zqjWLm7e
black thyria,animafera,2Kj0gB0pCU25BfzxplWMK4
northerion,homewards,4xctup8k1ai04HRe1ia2Td
dark calamity,grand key to belial´s gate,5hmdMWj6hiM4MK2OY8gXnl
zharzha,fuendetodos,5MPeA2LAdwQ7DQR8PQLbDq
exzoust,questions,6aYfC5dJyTKyoSdWmUxpyh
weidenbaums,virs zemes nav taisnības,4BMPSwfFzb5YFBcDnrNgIf
dakat doomia,pale horse,4Ayu6bpxJkKWwMIeYkDbtn
tantum,rojo,6WmgtYCXMvFJfkfknSSiss
anialator,memories of terror,36Toih4hcs0zZQjG4NSjSh
pain cylinder,insanity,5m076Rldi0nDzBVodOFwzy
aether void,of rage and grief,3edFqLVXwJZJlEpiH99VHM
mardom,dead soul age,51mp87rMJdAnPmp0YFhwvj
nolove,ad meliora tempora,5qVaYOqrRjqMfQ56nFPxs4
portae obscuritas,khaos,2l9NI8VvkXt7X1kuFLTBVC
void of melancholy,nocturnal elegies,0dPwsuJEUVYrwwQBhgdxzg
shellshock,warfare,1APVtdqKTT5p4uNs2CS9mj
bullhead,methcrush,7FWlYXihKs613r9kqijgwE
nurcry,megalomanía,7Bm9m6Dzm7eGkj6pmePBwM
nascent,the assailant,1UoTakr1uWDNQbEcGTyI7N
starkill,no savior,4Vx8f2KxrTeGzWJkRF3yGE
pile of priests,him who eats time,20EKjvegf8RBSLpjuGA1rI
torn from existence,hearken the darkened skies,0E9c2JsSwhBDFoqpjjYzZB
scythrow,nerve rot,7e0EFAdh4uiAQp3t5O0QKb
innerwish,higher,68wmibSQMr44RHohnGolS7
ice exiled,anthropocentrum (set me free),25309KxVB7tqRiMcjC2SPY
spider god,starcrusher,42WAyV5whIcB8V7p8ATHN4
sans roi,alchimie du scorpion,1BPW3lvsV689eehl4JhxP7
elbereth,omen,2SwOW5qcZZFY9Hwj7yL7kP
donor,zlatý klíč,2LUjJTo9KaecBBq8u1OhNw
burial remains,king of kings,1teY9Xg8CgIFPMEqZVuVcW
panzerchrist,sister death,6Sb5x03kFZRbkfpfg3xTCd
dystopica,freewheel burning,2RXj6i18ilUI9JjtKSPvlW
tales of mike,human masquerade,1EAyhwZ5lgnstlMpv5KNSl
dead alive,the madness of dr. ludvig von brainmatter,0yhqcySJU0EEoxMuHOzEgQ
legacy of the seas,leyendas de una eternidad,2f2fEmQkP6dBwOTNs47so9
banished from eden,primordial salvation,2A3JHye6SjzKtlcOXbj0lw
uninhibited,reign of the unholy,7tcCleB1GLyOHBAo00zUMX
curse guard,origins,0rdiOaLpcqQPDt9ZNBHkrT
demonio,acid rain,7sBQRrFFyOBwy1Olu7AqVz
tchandala,ropes and skins (acoustic),428vqwMxeUseXlZADBwfcM
nebelkrähe,über den fluss hinweg,0vMy2eQ02nP3Nz5wdYw147
mrsa,iconoclast,61UMPNchliBk7r2YvBOMGm
tending to the corpses,nightmare within,6bqokjNrct8tGxZaP4oN9Y
tierra santa,un viaje épico,6VVmzoRWqDiAOAzvecGyyU
crestfallen queen,feral one,6qpwEduRqvjMTrLzW0hMsJ
mental cruelty,mortal shells,51jAkW9aZcxMVsdAv230HT
the great kat,funeral march for queen mary by purcell,2gqCDSDhF0OLv5aQZx3v6X
allocer,ad nauseam,3IgGGN1FzkM5gWjtWJvF60
feral light,a reckoning with the intangible,2odUnitLZ6nPrUppSIBOpe
azelma,swallowed by my own sins,6seuT1RzG0fGlXGY8JuYjD
excantation,fleeting in its grandeur,4YD0gWGQ5RJ2R6lP9QBEWY
putrisite,the ominous presence,71LhOCdm9WdSgHEyhhFgqx
deathspade,all hail the deathspade,2LQIkY5eA2lJxckV0BUUUk
hijos de overón,titania,4ur9FhbdgcB8DVGmr80CPj
jute gyte,synthemata,0zz5kBn7T5Lel7zo5dZxUd
project46,4six,0YtnVV2810W282q2W5XyRz
grapeshot,lost my way,74qjPYSaxzpxHygwhDqyuQ
cloven head,tomb of lament,0m5axPwozCj9liXBzVVAoa
boa resa,buried in the arms of another world,6jFTlWquit5JGdaJo9hv7E
mykey massacre,just let me rot,2bMj7ZHw1xosJ2fkMNI1Sf
nidare,"es laesst nicht los, ich jedoch laengst",6758cwfDTAsck2GMYO0HCr
magick howl,kruptos,4MNoxzCLDUWspInX0jMCQ3
the ghost i've become,asylum,7MhAGcwibOhNEiWXfgDhzO
the weeping gate,illuminate & desecrate,7cCyXlJ8MaqSdKrRI5jeq1
nedan,the other ones,2A50KqwC5RFm5AynzQTN59
everything dies,survivalist,7a4Ob3bQSiI7z6DDsGBe3M
detonator x,detonate,5lg3gOSddrA5LLQjuCzbsw
splinter flesh,pandemic,2DPgTNcJRnlNvOnh7EtYdr
the weir,grasping,7873419Wp7gk09Mg2k43st
beyond the portal,origins of man,44xgCJjJmg1nFGtG9acsww
vaagenat,what comes after,5xuU4eyPovvEYlIROspEgX
proximal cause,canyon,37DtWfah2Tu1zQZHY1vdYv
nest of scum,by the horns,2JuKuOdkVSxjLYXkJaSMrs
judas kiss,heaven sent,4IlEKx3u6SxKIoTdnO9fai
bagira,хаос и тьма,4Vn4IbFWoylYZWtVqz2VS1
figging,the doctrine of incontinence,4I0FDIxnsXqyVD1HAnJ56J
leander kills,ébredés,6BRsbrtyz1HzJWvPOcOA6X
liver killer,six pack,0IAh41zFYCXWdQIdC9qCud
ruin rising,doomed sons,3yrSZVk4eRjDonVgFbjSV6
undark,fear,3aKMtDHX9wLXwsuOF5mYUP
children of the frost,end of eternity,6Hu0gHZdJnejTCdeow87Uu
tumorflesh rejection,irreversible extraterrestrial termination,6YHuH8zO1uRkcyPCaT0pYF
roxxe roux,leave of absence,5XqyFW0ur3ohMtsuv5ZvI9
forja,mare del bosc,4ZtLADBzC0QKV744EDAzX5
bloodroot,scorched,2kr6J5BleS8E2MLuTSi8fl
maledictory,eternal solipsism,6qjs2EDUwjabTJb4v1Bmnp
oberon,cosmic wanderlust,1pJPj703aF2td5nO81bP2Y
=fudge=,ruins of emptiness,3UGV0IUxggOYdpPwDqj1q9
vis mystica,children of time (demo),2LbxSDRGvi6hdNaq07NAGV
ifernach,helluland,7EkCdVGhrrvrbar7ZKFeLp
epitaph,kingdom of slumber,78VG1jK6bpfLMxyXZn0MSm
tales of a liquid dawn,the sapling,3JI038UfAsPvcXhNRoPiLC
erroiak,prologue (waiting for his coming),4cbJ28G8FiaEmSmOSKrP0f
abominate,atrocious beasts,3C11G4rcKaUdFKoKalEuMk
faceless enemy,goretrap,4c9tPWdz9b3sV2qJ5jg3Gi
rick barros,reasons for my vengeance,2K12icybirLb3F3BEgyQvZ
x3mo,brutal,6wdwaaERaVPa5uUMl3orzu
kocytus,funeral of the living,37Zt2y9H5kqTLU2yZWOOed
embrace my ruin,kamaratòn,4XbfHEruNkpqIzslMdypdh
defamation act,live at skid row garage,7dlSKstl5tv7aofdZ8QG0v
el año del caimán,punto muerto,63tbmIU3l1fXELq52F1XZY
eternal remembrance,back to sunlight,5zi1mczE0cVi6bDrdfuV1R
rising fuzz,wizard of fuzz,4ZF9GZ20VenzyTUFfTwM69
alexandrite,songs of summer (ad astra version),3EP3jIsYYPPjkH1NfUDsME
kaalbaår,mighty bong,46jE9FEidQbOFOLfFvxPlF
революция,к истокам,3ERpCCEpV290JgI04VWZcz
torture pig,split w/ axtxmx,4pGbqjlP60ZZFToODRUaNt
irmur,the forgotten,71w36bzukPN00n4lYaLGL2
einst,"zu oft verlebt, zu wenig wirklich gelebt",6pwP2ZjabkLzYlHKQRCCgU
etherius,the dark oracle,3fBTgd5F7T0T2AoZ9CzfYZ
brains outward,genocide,6lb4BCvVAhNr8WS0pv7Zg7
scorched æarth,storyteller,2cNW75rOenTJjd7nF3GMMY
dark aeon,fire and lead,1YRxTdCibfNdx0jI4QxqIC
monolithe,on the run to nowhere,2fO5Ffwl9HnXUmxO2ejK8k
cannabinoid,the torso killer,1OM8bDnPsXRYiJelblIY33
sleepbomb,cemetery song,2L9nvCGBWQeT4Pj0pH4X2Y
chainmörder,awaken sundown,09rP5WFpNe85F8BCV2RkQl
weltentrückt,verborgen,6KOXkYC615fiMRLcLLwfVd
repuked,parasitic flesh,5MTURWFz2RnfeH4ob88JAp
hjewy tzjepr,camel,5TGJcalYJoRnXgNZKzHBQL
an autumn,the kind of grief that never leaves you,7IgyJGKsogujw78Z9foULx
sonolith,iii,6dY9I9kiQoQw6n9DdXghb8
reagan ralph,from annex to upheaval,4sF28mFpypc1A9MNKFm1nL
heavy trip,astrononaut,0bN4rMaMRcpbdh0OpX19pu
schammasch,image of the infinite,6ZXGSaFvW240NrsBjJPZWe
grace disgraced,revoltality,6fpzjxcRj5x6EbRKwPIzar
spiritkiller,no interior,7slRpQOjz5GjiGkyaYyQ0U
anthesis,burrowing a pit,04bHGYqCaQHRXie3JFLV5H
crippled black phoenix,self control,73eIP7MkDOZqB3BwIt6Jgp
gazebo,gazebo,3RhylY0FIDbFJrGRAaWr1C
sólstafir,blakkrakki,7glFKzhyj5t56X9cdFyGew
gaerea,suspended,6RWCCtGOhT6gnMzZ4ZeGCh
imminence,continuum (feat. niklas karlsson),0fxlCEzDuoJrNGG5eFPniw
hermóðr,blood red water,1MaxkqjHWPCQLAxLRp9FVk
the black dahlia murder,servitude,0undBsA6pQzjKX3GBH2gq5
blood incantation,the stargate,74QYxU9qmoLzkuHp4RdCGP
dragony,twilight of the gods,7BXO6DxXfKFtexruM8ErLq
psychlona,warped vision,7Kk7fPxicOtMHaQ0MYaJ1o
liljevars brann,helja kor,3JxB1FXk5sD4PtsRD55TT0
obsidian mantra,as we all will,1GVm4RCAobZIhgsLhVwy1f
arkona,stella pandora,1UA7SKDqx0lZehvpSfCpbo
adorior,bleed on my teeth,7gaLtFNU8yTfd5ytsCSYnH
amethyst,throw down the gauntlet,3Y6XiOCnclXf5AyGgOyQeX
antioch,antioch vii: gates of obliteration,3vWUGhiHRbpN4IgFgZAQD7
bewitcher,spell shock,3B6mOyyP0XQ7YQgXskWdEg
forsaken rite,the forgotten west,4ZpohHsjPKtRRtX33jMkhG
galneryus,the stars will light the way,2q0rBk9oOtMrMDVTc3TJzO
interloper,a forgotten loss,1Tn4oBoqgicY0qDTXwCxOW
invernoir,aimin' for oblivion,6XBVLATSIWLBBMplOWSStS
midnight force,severan,4ZhyervOMn7lBwlFxNBQCd
munarheim,heimkehr,5LzQCvVIaQoVrWZly6tP0V
oceans,happy,2rydxKXclndo8SyRB1O9F1
ripped to shreds,sanshi,3yH6gKLL06D59p80yjmhq1
sathanas,into the nocturne,29pCcs1v6d0r2LSCPw61dq
spite,the third temple,2bjprlubMjC7D4DQJE40aq
torrefy,necronomisongs,5o4yl43p97tbCS12EaeDFb
vicious blade,relentless force,2SoY7gDWtG13V6W9LdR5Bv
warlust,sol invictvs in vmbrae satanae,4vvkLZ8EhLzuOgQNmLtLLv
serious black,rise of akhenaton,3GgyJRICLHuIbOh49ozg1L
keitzer,pandemonium humanitas,6D2CBmgA7mmaY6MwLASWiZ
ultra vomit,ultra vomit et le pouvoir de la puissance,24qnH99Mal8cp4yhvZQ8uX
warlock a.d.,book ii: the valley of vâgené,1gFcgS4OiwrVdYewzBSK6I
turbokill,champion,3T6h6PDTwue8UvvHNCKvSU
siren oath,loveless,0n7I2Z8w0IvAd4CuuNzwyR
kotiteollisuus,susirajalla,2Ix64SvDFhoezg4YsRxMQn
blue heron,everything fades,0bm8arw5zegSCBBw4q8BHU
hellish god,the advent of deathless chaos beast,4MsXeYGS4ea0glCmJjAKNm
sinner's blood,dark horizons,1ZAyR2Or3hyq03mY549FME
autumn bride,bedtime stories,1H524umsFMNVN9mjzi4g1v
arawn,kapitola iii,0Ms6wL8qUgVu06C8CD3Op1
k.y.m.i.,liha,6xvO5hJgX1tla24ukFqR4T
diablation,irrévérence,4MUPq86JM3yVa2ntpobXpv
ingurgitating oblivion,ontology of nought,1xJ3AfTOdsBltWGFDubJZ9
triskelyon,shattered elysium,58bagWJcpwrbF0GRrY2mFj
keepers of the rainbow,through the iridescent gates,4JrxsFHBxVdi7UzQWUrXFI
swamp coffin,drowning glory,3vyXi0oiaJ4BDByjzoJm0E
marche funèbre,after the storm,0A9r1rFfvxN7byIjsIrtOy
endonomos,endonomos ii - enlightenment,2raX09TFE0O3bws33QcyPn
sif,aegis of the hollowed king,0ITuY9HtJJimj3FuiqUrZD
grava,the great white nothing,2PV76YUTEG3xcNm2NAYa1A
jaded heart,intuition,6j86uzRF7kVJEHJaKb67X1
grimgotts,the time of the wolfrider,2gIwuRQDqtnau7WZogcUqg
convictive,rastlos,5wCVZLcrwOetieeb7XgN2z
infirmum,from the depths i cried,3MQz0KuyB322qdPNxDWGpy
leprozorium,skaza ludzkości,04Kb8suL2uA5epnhU8Je9s
deceitome,wall of delusive horizon,3UchIToIxtpDX7NXI3YXDS
scab hag,mutilated mutations,0AFm7XTRPSTenZzFN3Bchy
calcarata,der müde mensch,71RZrHoYLCmS5sRQCi1DpA
naisian,melting man,6csdgsYyrp8SmsUCkUoyPH
ophidian memory,carrion lord,3MmnHoLfcgazoByIVKXXIN
sleeper's keep,tales beyond the past,0gJgLERoCEPDO0U8SVqlT8
thornlord,thornlord,3WQKqAsLWONywj2vLzkthJ
dekonstructor,ominous game,0s1xHzoE7yxaHRRmXs49HY
colonial slab,condemned to perpetual illusion,2uaYaeE2OXxHcOWcYMclBi
mountain realm,tribal alliance,4ymTMYJbTQTKn74AlLMyr2
croword,the ignorance cut,5EPWEfVSXmi646ZfL36lWo
floscule,ї,33t6bQBvHaydCnlHyhkcS1
exhaurio,insomnia,7qIX5Im7ACTBzbnS5Hw0ul
nythgraph,entombed ardor,16zwKcI8Su7fANgX0VnUGo
hominem libithium,a darker world,68ulue5IXfe4n6Br1kL6Wi
stutyr,palavan maailman liekeistä,0epiw1bNhC6pwnJVozvyby
orcblood,of mythic lore,5eeB8sDEyppcFIvCB6TZkl
high parasite,forever we burn,35PPUdDdkAcrvUZ3p9rQjB
